"user_id","date","time","METs","user_label","weekday"
1503960366,2016-03-12,00:00:00,10,"Frequent User","Saturday"
1503960366,2016-03-12,01:00:00,10,"Frequent User","Saturday"
1503960366,2016-03-12,02:00:00,10,"Frequent User","Saturday"
1503960366,2016-03-12,03:00:00,10,"Frequent User","Saturday"
1503960366,2016-03-12,04:00:00,10,"Frequent User","Saturday"
1503960366,2016-03-12,05:00:00,10,"Frequent User","Saturday"
1503960366,2016-03-12,06:00:00,10,"Frequent User","Saturday"
1503960366,2016-03-12,07:00:00,10,"Frequent User","Saturday"
1503960366,2016-03-12,08:00:00,10,"Frequent User","Saturday"
1503960366,2016-03-12,09:00:00,10.3333333333333,"Frequent User","Saturday"
1503960366,2016-03-12,10:00:00,18.6,"Frequent User","Saturday"
1503960366,2016-03-12,11:00:00,28,"Frequent User","Saturday"
1503960366,2016-03-12,12:00:00,27.25,"Frequent User","Saturday"
1503960366,2016-03-12,13:00:00,16.9666666666667,"Frequent User","Saturday"
1503960366,2016-03-12,14:00:00,53.05,"Frequent User","Saturday"
1503960366,2016-03-12,15:00:00,56.6,"Frequent User","Saturday"
1503960366,2016-03-12,16:00:00,29.5166666666667,"Frequent User","Saturday"
1503960366,2016-03-12,17:00:00,21.8166666666667,"Frequent User","Saturday"
1503960366,2016-03-12,18:00:00,11.3666666666667,"Frequent User","Saturday"
1503960366,2016-03-12,19:00:00,20.3333333333333,"Frequent User","Saturday"
1503960366,2016-03-12,20:00:00,12.0333333333333,"Frequent User","Saturday"
1503960366,2016-03-12,21:00:00,20.9333333333333,"Frequent User","Saturday"
1503960366,2016-03-12,22:00:00,25.7333333333333,"Frequent User","Saturday"
1503960366,2016-03-12,23:00:00,23.1333333333333,"Frequent User","Saturday"
1503960366,2016-03-13,00:00:00,11.5666666666667,"Frequent User","Sunday"
1503960366,2016-03-13,01:00:00,10,"Frequent User","Sunday"
1503960366,2016-03-13,02:00:00,10.4666666666667,"Frequent User","Sunday"
1503960366,2016-03-13,03:00:00,10,"Frequent User","Sunday"
1503960366,2016-03-13,04:00:00,10.0666666666667,"Frequent User","Sunday"
1503960366,2016-03-13,05:00:00,10,"Frequent User","Sunday"
1503960366,2016-03-13,06:00:00,10.1,"Frequent User","Sunday"
1503960366,2016-03-13,07:00:00,10.2,"Frequent User","Sunday"
1503960366,2016-03-13,08:00:00,10.2666666666667,"Frequent User","Sunday"
1503960366,2016-03-13,09:00:00,11.7333333333333,"Frequent User","Sunday"
1503960366,2016-03-13,10:00:00,39.6,"Frequent User","Sunday"
1503960366,2016-03-13,11:00:00,56.4666666666667,"Frequent User","Sunday"
1503960366,2016-03-13,12:00:00,10.9,"Frequent User","Sunday"
1503960366,2016-03-13,13:00:00,13.7333333333333,"Frequent User","Sunday"
1503960366,2016-03-13,14:00:00,11.8666666666667,"Frequent User","Sunday"
1503960366,2016-03-13,15:00:00,18.5333333333333,"Frequent User","Sunday"
1503960366,2016-03-13,16:00:00,19.0333333333333,"Frequent User","Sunday"
1503960366,2016-03-13,17:00:00,12.7333333333333,"Frequent User","Sunday"
1503960366,2016-03-13,18:00:00,49.5333333333333,"Frequent User","Sunday"
1503960366,2016-03-13,19:00:00,30.5,"Frequent User","Sunday"
1503960366,2016-03-13,20:00:00,18.2666666666667,"Frequent User","Sunday"
1503960366,2016-03-13,21:00:00,13.7666666666667,"Frequent User","Sunday"
1503960366,2016-03-13,22:00:00,15.1333333333333,"Frequent User","Sunday"
1503960366,2016-03-13,23:00:00,24.7,"Frequent User","Sunday"
1503960366,2016-03-14,00:00:00,11.7333333333333,"Frequent User","Monday"
1503960366,2016-03-14,01:00:00,11.2,"Frequent User","Monday"
1503960366,2016-03-14,02:00:00,10.2666666666667,"Frequent User","Monday"
1503960366,2016-03-14,03:00:00,10,"Frequent User","Monday"
1503960366,2016-03-14,04:00:00,10.0333333333333,"Frequent User","Monday"
1503960366,2016-03-14,05:00:00,10.1666666666667,"Frequent User","Monday"
1503960366,2016-03-14,06:00:00,10.0333333333333,"Frequent User","Monday"
1503960366,2016-03-14,07:00:00,11.0333333333333,"Frequent User","Monday"
1503960366,2016-03-14,08:00:00,14.3,"Frequent User","Monday"
1503960366,2016-03-14,09:00:00,41.4833333333333,"Frequent User","Monday"
1503960366,2016-03-14,10:00:00,12.3333333333333,"Frequent User","Monday"
1503960366,2016-03-14,11:00:00,15.1333333333333,"Frequent User","Monday"
1503960366,2016-03-14,12:00:00,13.7333333333333,"Frequent User","Monday"
1503960366,2016-03-14,13:00:00,11.2333333333333,"Frequent User","Monday"
1503960366,2016-03-14,14:00:00,12.3666666666667,"Frequent User","Monday"
1503960366,2016-03-14,15:00:00,14.8333333333333,"Frequent User","Monday"
1503960366,2016-03-14,16:00:00,14.2,"Frequent User","Monday"
1503960366,2016-03-14,17:00:00,15.9,"Frequent User","Monday"
1503960366,2016-03-14,18:00:00,19.9666666666667,"Frequent User","Monday"
1503960366,2016-03-14,19:00:00,20.9333333333333,"Frequent User","Monday"
1503960366,2016-03-14,20:00:00,25.9,"Frequent User","Monday"
1503960366,2016-03-14,21:00:00,14.0333333333333,"Frequent User","Monday"
1503960366,2016-03-14,22:00:00,10,"Frequent User","Monday"
1503960366,2016-03-14,23:00:00,41.3333333333333,"Frequent User","Monday"
1503960366,2016-03-15,00:00:00,11.6,"Frequent User","Tuesday"
1503960366,2016-03-15,01:00:00,11.4333333333333,"Frequent User","Tuesday"
1503960366,2016-03-15,02:00:00,11.2,"Frequent User","Tuesday"
1503960366,2016-03-15,03:00:00,10.0333333333333,"Frequent User","Tuesday"
1503960366,2016-03-15,04:00:00,10.3333333333333,"Frequent User","Tuesday"
1503960366,2016-03-15,05:00:00,10.0333333333333,"Frequent User","Tuesday"
1503960366,2016-03-15,06:00:00,10.3,"Frequent User","Tuesday"
1503960366,2016-03-15,07:00:00,10.3333333333333,"Frequent User","Tuesday"
1503960366,2016-03-15,08:00:00,19,"Frequent User","Tuesday"
1503960366,2016-03-15,09:00:00,31,"Frequent User","Tuesday"
1503960366,2016-03-15,10:00:00,19.2333333333333,"Frequent User","Tuesday"
1503960366,2016-03-15,11:00:00,21.7666666666667,"Frequent User","Tuesday"
1503960366,2016-03-15,12:00:00,29.7166666666667,"Frequent User","Tuesday"
1503960366,2016-03-15,13:00:00,16.1333333333333,"Frequent User","Tuesday"
1503960366,2016-03-15,14:00:00,22.3,"Frequent User","Tuesday"
1503960366,2016-03-15,15:00:00,16.1666666666667,"Frequent User","Tuesday"
1503960366,2016-03-15,16:00:00,20.0666666666667,"Frequent User","Tuesday"
1503960366,2016-03-15,17:00:00,18.8,"Frequent User","Tuesday"
1503960366,2016-03-15,18:00:00,17.0333333333333,"Frequent User","Tuesday"
1503960366,2016-03-15,19:00:00,15.7333333333333,"Frequent User","Tuesday"
1503960366,2016-03-15,20:00:00,43.2666666666667,"Frequent User","Tuesday"
1503960366,2016-03-15,21:00:00,27.4166666666667,"Frequent User","Tuesday"
1503960366,2016-03-15,22:00:00,22.6,"Frequent User","Tuesday"
1503960366,2016-03-15,23:00:00,15.8,"Frequent User","Tuesday"
1503960366,2016-03-16,00:00:00,10,"Frequent User","Wednesday"
1503960366,2016-03-16,01:00:00,10,"Frequent User","Wednesday"
1503960366,2016-03-16,02:00:00,10.4333333333333,"Frequent User","Wednesday"
1503960366,2016-03-16,03:00:00,10.0333333333333,"Frequent User","Wednesday"
1503960366,2016-03-16,04:00:00,10,"Frequent User","Wednesday"
1503960366,2016-03-16,05:00:00,10.2666666666667,"Frequent User","Wednesday"
1503960366,2016-03-16,06:00:00,10.0666666666667,"Frequent User","Wednesday"
1503960366,2016-03-16,07:00:00,11.7666666666667,"Frequent User","Wednesday"
1503960366,2016-03-16,08:00:00,19,"Frequent User","Wednesday"
1503960366,2016-03-16,09:00:00,26.1666666666667,"Frequent User","Wednesday"
1503960366,2016-03-16,10:00:00,15.3333333333333,"Frequent User","Wednesday"
1503960366,2016-03-16,11:00:00,21.8666666666667,"Frequent User","Wednesday"
1503960366,2016-03-16,12:00:00,25.8833333333333,"Frequent User","Wednesday"
1503960366,2016-03-16,13:00:00,16.4333333333333,"Frequent User","Wednesday"
1503960366,2016-03-16,14:00:00,12.6666666666667,"Frequent User","Wednesday"
1503960366,2016-03-16,15:00:00,17.9333333333333,"Frequent User","Wednesday"
1503960366,2016-03-16,16:00:00,21.4666666666667,"Frequent User","Wednesday"
1503960366,2016-03-16,17:00:00,25.4333333333333,"Frequent User","Wednesday"
1503960366,2016-03-16,18:00:00,34.7833333333333,"Frequent User","Wednesday"
1503960366,2016-03-16,19:00:00,12.3666666666667,"Frequent User","Wednesday"
1503960366,2016-03-16,20:00:00,14.9666666666667,"Frequent User","Wednesday"
1503960366,2016-03-16,21:00:00,30.5,"Frequent User","Wednesday"
1503960366,2016-03-16,22:00:00,16.2,"Frequent User","Wednesday"
1503960366,2016-03-16,23:00:00,17.0666666666667,"Frequent User","Wednesday"
1503960366,2016-03-17,00:00:00,14.6,"Frequent User","Thursday"
1503960366,2016-03-17,01:00:00,10.5333333333333,"Frequent User","Thursday"
1503960366,2016-03-17,02:00:00,10.3333333333333,"Frequent User","Thursday"
1503960366,2016-03-17,03:00:00,10,"Frequent User","Thursday"
