user_id,date,time,METs
1503960366,2016-03-12,12:00:00 AM,10.0
1503960366,2016-03-12,01:00:00 AM,10.0
1503960366,2016-03-12,02:00:00 AM,10.0
1503960366,2016-03-12,03:00:00 AM,10.0
1503960366,2016-03-12,04:00:00 AM,10.0
1503960366,2016-03-12,05:00:00 AM,10.0
1503960366,2016-03-12,06:00:00 AM,10.0
1503960366,2016-03-12,07:00:00 AM,10.0
1503960366,2016-03-12,08:00:00 AM,10.0
1503960366,2016-03-12,09:00:00 AM,10.333333333333336
1503960366,2016-03-12,10:00:00 AM,18.6
1503960366,2016-03-12,11:00:00 AM,28.000000000000007
1503960366,2016-03-12,12:00:00 PM,27.250000000000007
1503960366,2016-03-12,01:00:00 PM,16.966666666666665
1503960366,2016-03-12,02:00:00 PM,53.050000000000011
1503960366,2016-03-12,03:00:00 PM,56.6
1503960366,2016-03-12,04:00:00 PM,29.516666666666662
1503960366,2016-03-12,05:00:00 PM,21.81666666666667
1503960366,2016-03-12,06:00:00 PM,11.366666666666672
1503960366,2016-03-12,07:00:00 PM,20.333333333333332
1503960366,2016-03-12,08:00:00 PM,12.033333333333333
1503960366,2016-03-12,09:00:00 PM,20.93333333333333
1503960366,2016-03-12,10:00:00 PM,25.733333333333324
1503960366,2016-03-12,11:00:00 PM,23.133333333333333
1503960366,2016-03-13,12:00:00 AM,11.566666666666672
1503960366,2016-03-13,01:00:00 AM,10.0
1503960366,2016-03-13,02:00:00 AM,10.466666666666665
1503960366,2016-03-13,03:00:00 AM,10.0
1503960366,2016-03-13,04:00:00 AM,10.066666666666666
1503960366,2016-03-13,05:00:00 AM,10.0
1503960366,2016-03-13,06:00:00 AM,10.100000000000001
1503960366,2016-03-13,07:00:00 AM,10.2
1503960366,2016-03-13,08:00:00 AM,10.266666666666667
1503960366,2016-03-13,09:00:00 AM,11.733333333333334
1503960366,2016-03-13,10:00:00 AM,39.6
1503960366,2016-03-13,11:00:00 AM,56.466666666666661
1503960366,2016-03-13,12:00:00 PM,10.9
1503960366,2016-03-13,01:00:00 PM,13.733333333333338
1503960366,2016-03-13,02:00:00 PM,11.866666666666667
1503960366,2016-03-13,03:00:00 PM,18.533333333333339
1503960366,2016-03-13,04:00:00 PM,19.033333333333339
1503960366,2016-03-13,05:00:00 PM,12.733333333333336
1503960366,2016-03-13,06:00:00 PM,49.533333333333346
1503960366,2016-03-13,07:00:00 PM,30.500000000000004
1503960366,2016-03-13,08:00:00 PM,18.266666666666669
1503960366,2016-03-13,09:00:00 PM,13.766666666666666
1503960366,2016-03-13,10:00:00 PM,15.133333333333329
1503960366,2016-03-13,11:00:00 PM,24.7
1503960366,2016-03-14,12:00:00 AM,11.733333333333336
1503960366,2016-03-14,01:00:00 AM,11.2
1503960366,2016-03-14,02:00:00 AM,10.266666666666669
1503960366,2016-03-14,03:00:00 AM,10.0
1503960366,2016-03-14,04:00:00 AM,10.033333333333333
1503960366,2016-03-14,05:00:00 AM,10.166666666666666
1503960366,2016-03-14,06:00:00 AM,10.033333333333331
1503960366,2016-03-14,07:00:00 AM,11.033333333333333
1503960366,2016-03-14,08:00:00 AM,14.299999999999999
1503960366,2016-03-14,09:00:00 AM,41.483333333333327
1503960366,2016-03-14,10:00:00 AM,12.333333333333334
1503960366,2016-03-14,11:00:00 AM,15.133333333333333
1503960366,2016-03-14,12:00:00 PM,13.733333333333334
1503960366,2016-03-14,01:00:00 PM,11.233333333333333
1503960366,2016-03-14,02:00:00 PM,12.366666666666667
1503960366,2016-03-14,03:00:00 PM,14.833333333333336
1503960366,2016-03-14,04:00:00 PM,14.200000000000001
1503960366,2016-03-14,05:00:00 PM,15.9
1503960366,2016-03-14,06:00:00 PM,19.966666666666669
1503960366,2016-03-14,07:00:00 PM,20.93333333333333
1503960366,2016-03-14,08:00:00 PM,25.900000000000002
1503960366,2016-03-14,09:00:00 PM,14.033333333333339
1503960366,2016-03-14,10:00:00 PM,10.0
1503960366,2016-03-14,11:00:00 PM,41.333333333333336
1503960366,2016-03-15,12:00:00 AM,11.6
1503960366,2016-03-15,01:00:00 AM,11.433333333333335
1503960366,2016-03-15,02:00:00 AM,11.2
1503960366,2016-03-15,03:00:00 AM,10.033333333333333
1503960366,2016-03-15,04:00:00 AM,10.333333333333334
1503960366,2016-03-15,05:00:00 AM,10.033333333333333
1503960366,2016-03-15,06:00:00 AM,10.300000000000002
1503960366,2016-03-15,07:00:00 AM,10.333333333333336
1503960366,2016-03-15,08:00:00 AM,19.000000000000004
1503960366,2016-03-15,09:00:00 AM,30.999999999999986
1503960366,2016-03-15,10:00:00 AM,19.233333333333338
1503960366,2016-03-15,11:00:00 AM,21.766666666666666
1503960366,2016-03-15,12:00:00 PM,29.716666666666665
1503960366,2016-03-15,01:00:00 PM,16.133333333333336
1503960366,2016-03-15,02:00:00 PM,22.300000000000004
1503960366,2016-03-15,03:00:00 PM,16.166666666666671
1503960366,2016-03-15,04:00:00 PM,20.066666666666663
1503960366,2016-03-15,05:00:00 PM,18.799999999999997
1503960366,2016-03-15,06:00:00 PM,17.033333333333335
1503960366,2016-03-15,07:00:00 PM,15.733333333333331
1503960366,2016-03-15,08:00:00 PM,43.266666666666652
1503960366,2016-03-15,09:00:00 PM,27.416666666666664
1503960366,2016-03-15,10:00:00 PM,22.6
1503960366,2016-03-15,11:00:00 PM,15.799999999999994
1503960366,2016-03-16,12:00:00 AM,10.0
1503960366,2016-03-16,01:00:00 AM,10.0
1503960366,2016-03-16,02:00:00 AM,10.433333333333334
1503960366,2016-03-16,03:00:00 AM,10.033333333333331
1503960366,2016-03-16,04:00:00 AM,10.0
1503960366,2016-03-16,05:00:00 AM,10.266666666666666
1503960366,2016-03-16,06:00:00 AM,10.066666666666665
1503960366,2016-03-16,07:00:00 AM,11.766666666666669
1503960366,2016-03-16,08:00:00 AM,19.0
1503960366,2016-03-16,09:00:00 AM,26.166666666666664
1503960366,2016-03-16,10:00:00 AM,15.333333333333334
1503960366,2016-03-16,11:00:00 AM,21.866666666666674
1503960366,2016-03-16,12:00:00 PM,25.883333333333326
1503960366,2016-03-16,01:00:00 PM,16.433333333333334
1503960366,2016-03-16,02:00:00 PM,12.666666666666664
1503960366,2016-03-16,03:00:00 PM,17.93333333333333
1503960366,2016-03-16,04:00:00 PM,21.466666666666672
1503960366,2016-03-16,05:00:00 PM,25.433333333333334
1503960366,2016-03-16,06:00:00 PM,34.783333333333346
1503960366,2016-03-16,07:00:00 PM,12.366666666666665
1503960366,2016-03-16,08:00:00 PM,14.96666666666667
1503960366,2016-03-16,09:00:00 PM,30.500000000000004
1503960366,2016-03-16,10:00:00 PM,16.2
